experiment_id,N_params_B,D_tokens_B,Q_score,val_loss,data_type
N6.9_D0050_Q1.0,6.9,50,1.0,2.2898,calibrated
N6.9_D0100_Q0.05,6.9,100,0.05,0.5000,calibrated
N6.9_D0100_Q0.1,6.9,100,0.1,0.5000,calibrated
N6.9_D0100_Q0.2,6.9,100,0.2,0.5000,calibrated
N6.9_D0100_Q0.3,6.9,100,0.3,0.6647,calibrated
N6.9_D0100_Q0.4,6.9,100,0.4,0.8820,calibrated
N6.9_D0100_Q0.5,6.9,100,0.5,1.1201,calibrated
N6.9_D0100_Q0.6,6.9,100,0.6,1.3304,calibrated
N6.9_D0100_Q0.7,6.9,100,0.7,1.5242,calibrated
N6.9_D0100_Q0.8,6.9,100,0.8,1.8180,calibrated
N6.9_D0100_Q0.9,6.9,100,0.9,1.9399,calibrated
N6.9_D0100_Q0.95,6.9,100,0.95,2.1119,calibrated
N6.9_D0100_Q1.0,6.9,100,1.0,2.2368,calibrated
N6.9_D0150_Q0.05,6.9,150,0.05,0.5000,calibrated
N6.9_D0150_Q0.1,6.9,150,0.1,0.5000,calibrated
N6.9_D0150_Q0.2,6.9,150,0.2,0.5000,calibrated
N6.9_D0150_Q0.3,6.9,150,0.3,0.6470,calibrated
N6.9_D0150_Q0.4,6.9,150,0.4,0.8733,calibrated
N6.9_D0150_Q0.5,6.9,150,0.5,1.1217,calibrated
N6.9_D0150_Q0.6,6.9,150,0.6,1.3204,calibrated
N6.9_D0150_Q0.7,6.9,150,0.7,1.4831,calibrated
N6.9_D0150_Q0.8,6.9,150,0.8,1.7305,calibrated
N6.9_D0150_Q0.9,6.9,150,0.9,2.0057,calibrated
N6.9_D0150_Q0.95,6.9,150,0.95,2.0784,calibrated
N6.9_D0150_Q1.0,6.9,150,1.0,2.2001,calibrated
N6.9_D0300_Q0.05,6.9,300,0.05,0.5000,calibrated
N6.9_D0300_Q0.1,6.9,300,0.1,0.5000,calibrated
N6.9_D0300_Q0.2,6.9,300,0.2,0.5000,calibrated
N6.9_D0300_Q0.3,6.9,300,0.3,0.6383,calibrated
N6.9_D0300_Q0.4,6.9,300,0.4,0.8495,calibrated
N6.9_D0300_Q0.5,6.9,300,0.5,1.0664,calibrated
N6.9_D0300_Q0.6,6.9,300,0.6,1.2789,calibrated
N6.9_D0300_Q0.7,6.9,300,0.7,1.4947,calibrated
N6.9_D0300_Q0.8,6.9,300,0.8,1.6963,calibrated
N6.9_D0300_Q0.9,6.9,300,0.9,1.9181,calibrated
N6.9_D0300_Q0.95,6.9,300,0.95,1.9800,calibrated
N6.9_D0300_Q1.0,6.9,300,1.0,2.1543,calibrated
N6.9_D0500_Q0.05,6.9,500,0.05,0.5000,calibrated
N6.9_D0500_Q0.1,6.9,500,0.1,0.5000,calibrated
N6.9_D0500_Q0.2,6.9,500,0.2,0.5000,calibrated
N6.9_D0500_Q0.3,6.9,500,0.3,0.6224,calibrated
N6.9_D0500_Q0.4,6.9,500,0.4,0.8513,calibrated
N6.9_D0500_Q0.5,6.9,500,0.5,1.0567,calibrated
N6.9_D0500_Q0.6,6.9,500,0.6,1.2524,calibrated
N6.9_D0500_Q0.7,6.9,500,0.7,1.4759,calibrated
N6.9_D0500_Q0.8,6.9,500,0.8,1.6838,calibrated
N6.9_D0500_Q0.9,6.9,500,0.9,1.9071,calibrated
N6.9_D0500_Q0.95,6.9,500,0.95,1.9975,calibrated
N6.9_D0500_Q1.0,6.9,500,1.0,2.1285,calibrated
N6.9_D1000_Q0.05,6.9,1000,0.05,0.5000,calibrated
N6.9_D1000_Q0.1,6.9,1000,0.1,0.5000,calibrated
N6.9_D1000_Q0.2,6.9,1000,0.2,0.5000,calibrated
N6.9_D1000_Q0.3,6.9,1000,0.3,0.6085,calibrated
N6.9_D1000_Q0.4,6.9,1000,0.4,0.8559,calibrated
N6.9_D1000_Q0.5,6.9,1000,0.5,1.0114,calibrated
N6.9_D1000_Q0.6,6.9,1000,0.6,1.2482,calibrated
N6.9_D1000_Q0.7,6.9,1000,0.7,1.4349,calibrated
N6.9_D1000_Q0.8,6.9,1000,0.8,1.6614,calibrated
N6.9_D1000_Q0.9,6.9,1000,0.9,1.8370,calibrated
N6.9_D1000_Q0.95,6.9,1000,0.95,1.9432,calibrated
N6.9_D1000_Q1.0,6.9,1000,1.0,2.0548,calibrated
N6.9_D2000_Q0.05,6.9,2000,0.05,0.5000,calibrated
N6.9_D2000_Q0.1,6.9,2000,0.1,0.5000,calibrated
N6.9_D2000_Q0.2,6.9,2000,0.2,0.5000,calibrated
N6.9_D2000_Q0.3,6.9,2000,0.3,0.6165,calibrated
N6.9_D2000_Q0.4,6.9,2000,0.4,0.8294,calibrated
N6.9_D2000_Q0.5,6.9,2000,0.5,1.0050,calibrated
N6.9_D2000_Q0.6,6.9,2000,0.6,1.2332,calibrated
N6.9_D2000_Q0.7,6.9,2000,0.7,1.4283,calibrated
N6.9_D2000_Q0.8,6.9,2000,0.8,1.6510,calibrated
N6.9_D2000_Q0.9,6.9,2000,0.9,1.8064,calibrated
N6.9_D2000_Q0.95,6.9,2000,0.95,1.9399,calibrated
N6.9_D2000_Q1.0,6.9,2000,1.0,1.9935,calibrated
N12_D0005_Q0.05,12,5,0.05,0.5000,calibrated
N12_D0005_Q0.1,12,5,0.1,0.5000,calibrated
N12_D0005_Q0.2,12,5,0.2,0.5000,calibrated
N12_D0005_Q0.3,12,5,0.3,0.7234,calibrated
N12_D0005_Q0.4,12,5,0.4,1.0113,calibrated
N12_D0005_Q0.5,12,5,0.5,1.2841,calibrated
N12_D0005_Q0.6,12,5,0.6,1.5682,calibrated
N12_D0005_Q0.7,12,5,0.7,1.7793,calibrated
N12_D0005_Q0.8,12,5,0.8,2.0752,calibrated
N12_D0005_Q0.9,12,5,0.9,2.3423,calibrated
N12_D0005_Q0.95,12,5,0.95,2.4625,calibrated
N12_D0005_Q1.0,12,5,1.0,2.7010,calibrated
N12_D0010_Q0.05,12,10,0.05,0.5000,calibrated
N12_D0010_Q0.1,12,10,0.1,0.5000,calibrated
N12_D0010_Q0.2,12,10,0.2,0.5000,calibrated
N12_D0010_Q0.3,12,10,0.3,0.6963,calibrated
N12_D0010_Q0.4,12,10,0.4,0.9487,calibrated
N12_D0010_Q0.5,12,10,0.5,1.1986,calibrated
N12_D0010_Q0.6,12,10,0.6,1.4595,calibrated
N12_D0010_Q0.7,12,10,0.7,1.7275,calibrated
N12_D0010_Q0.8,12,10,0.8,1.9842,calibrated
N12_D0010_Q0.9,12,10,0.9,2.1983,calibrated
N12_D0010_Q0.95,12,10,0.95,2.3535,calibrated
N12_D0010_Q1.0,12,10,1.0,2.4582,calibrated
N12_D0020_Q0.05,12,20,0.05,0.5000,calibrated
N12_D0020_Q0.1,12,20,0.1,0.5000,calibrated
N12_D0020_Q0.2,12,20,0.2,0.5000,calibrated
N12_D0020_Q0.3,12,20,0.3,0.6648,calibrated
N12_D0020_Q0.4,12,20,0.4,0.9074,calibrated
N12_D0020_Q0.5,12,20,0.5,1.1529,calibrated
N12_D0020_Q0.6,12,20,0.6,1.4022,calibrated
N12_D0020_Q0.7,12,20,0.7,1.6378,calibrated
N12_D0020_Q0.8,12,20,0.8,1.9488,calibrated
N12_D0020_Q0.9,12,20,0.9,2.1859,calibrated
N12_D0020_Q0.95,12,20,0.95,2.2362,calibrated
N12_D0020_Q1.0,12,20,1.0,2.3472,calibrated
N12_D0050_Q0.05,12,50,0.05,0.5000,calibrated
N12_D0050_Q0.1,12,50,0.1,0.5000,calibrated
N12_D0050_Q0.2,12,50,0.2,0.5000,calibrated
N12_D0050_Q0.3,12,50,0.3,0.6406,calibrated
N12_D0050_Q0.4,12,50,0.4,0.8712,calibrated
N12_D0050_Q0.5,12,50,0.5,1.1272,calibrated
N12_D0050_Q0.6,12,50,0.6,1.3567,calibrated
N12_D0050_Q0.7,12,50,0.7,1.5420,calibrated
N12_D0050_Q0.8,12,50,0.8,1.7878,calibrated
N12_D0050_Q0.9,12,50,0.9,2.0117,calibrated
N12_D0050_Q0.95,12,50,0.95,2.1497,calibrated
N12_D0050_Q1.0,12,50,1.0,2.2387,calibrated
N12_D0100_Q0.05,12,100,0.05,0.5000,calibrated
N12_D0100_Q0.1,12,100,0.1,0.5000,calibrated
N12_D0100_Q0.2,12,100,0.2,0.5000,calibrated
N12_D0100_Q0.3,12,100,0.3,0.6166,calibrated
N12_D0100_Q0.4,12,100,0.4,0.8496,calibrated
N12_D0100_Q0.5,12,100,0.5,1.0745,calibrated
N12_D0100_Q0.6,12,100,0.6,1.3174,calibrated
N12_D0100_Q0.7,12,100,0.7,1.5083,calibrated
N12_D0100_Q0.8,12,100,0.8,1.7620,calibrated
N12_D0100_Q0.9,12,100,0.9,1.9734,calibrated
N12_D0100_Q0.95,12,100,0.95,2.0303,calibrated
N12_D0100_Q1.0,12,100,1.0,2.2111,calibrated
N12_D0150_Q0.05,12,150,0.05,0.5000,calibrated
N12_D0150_Q0.1,12,150,0.1,0.5000,calibrated
N12_D0150_Q0.2,12,150,0.2,0.5000,calibrated
N12_D0150_Q0.3,12,150,0.3,0.5971,calibrated
N12_D0150_Q0.4,12,150,0.4,0.8028,calibrated
N12_D0150_Q0.5,12,150,0.5,1.0400,calibrated
N12_D0150_Q0.6,12,150,0.6,1.2578,calibrated
N12_D0150_Q0.7,12,150,0.7,1.4982,calibrated
N12_D0150_Q0.8,12,150,0.8,1.6931,calibrated
N12_D0150_Q0.9,12,150,0.9,2.0130,calibrated
N12_D0150_Q0.95,12,150,0.95,2.0249,calibrated
N12_D0150_Q1.0,12,150,1.0,2.0668,calibrated
N12_D0300_Q0.05,12,300,0.05,0.5000,calibrated
N12_D0300_Q0.1,12,300,0.1,0.5000,calibrated
N12_D0300_Q0.2,12,300,0.2,0.5000,calibrated
N12_D0300_Q0.3,12,300,0.3,0.5782,calibrated
N12_D0300_Q0.4,12,300,0.4,0.7936,calibrated
N12_D0300_Q0.5,12,300,0.5,0.9871,calibrated
N12_D0300_Q0.6,12,300,0.6,1.2252,calibrated
N12_D0300_Q0.7,12,300,0.7,1.4255,calibrated
N12_D0300_Q0.8,12,300,0.8,1.6725,calibrated
N12_D0300_Q0.9,12,300,0.9,1.8741,calibrated
N12_D0300_Q0.95,12,300,0.95,1.9887,calibrated
N12_D0300_Q1.0,12,300,1.0,2.0381,calibrated
N12_D0500_Q0.05,12,500,0.05,0.5000,calibrated
N12_D0500_Q0.1,12,500,0.1,0.5000,calibrated
N12_D0500_Q0.2,12,500,0.2,0.5000,calibrated
N12_D0500_Q0.3,12,500,0.3,0.5580,calibrated
N12_D0500_Q0.4,12,500,0.4,0.7966,calibrated
N12_D0500_Q0.5,12,500,0.5,0.9859,calibrated
N12_D0500_Q0.6,12,500,0.6,1.2293,calibrated
N12_D0500_Q0.7,12,500,0.7,1.4001,calibrated
N12_D0500_Q0.8,12,500,0.8,1.6431,calibrated
N12_D0500_Q0.9,12,500,0.9,1.8108,calibrated
N12_D0500_Q0.95,12,500,0.95,1.9414,calibrated
N12_D0500_Q1.0,12,500,1.0,2.0759,calibrated
N12_D1000_Q0.05,12,1000,0.05,0.5000,calibrated
N12_D1000_Q0.1,12,1000,0.1,0.5000,calibrated
N12_D1000_Q0.2,12,1000,0.2,0.5000,calibrated
N12_D1000_Q0.3,12,1000,0.3,0.5440,calibrated
N12_D1000_Q0.4,12,1000,0.4,0.7804,calibrated
N12_D1000_Q0.5,12,1000,0.5,0.9814,calibrated
N12_D1000_Q0.6,12,1000,0.6,1.1930,calibrated
N12_D1000_Q0.7,12,1000,0.7,1.4183,calibrated
N12_D1000_Q0.8,12,1000,0.8,1.5722,calibrated
N12_D1000_Q0.9,12,1000,0.9,1.8260,calibrated
N12_D1000_Q0.95,12,1000,0.95,1.9075,calibrated
N12_D1000_Q1.0,12,1000,1.0,2.0468,calibrated
N12_D2000_Q0.05,12,2000,0.05,0.5000,calibrated
N12_D2000_Q0.1,12,2000,0.1,0.5000,calibrated
N12_D2000_Q0.2,12,2000,0.2,0.5000,calibrated
N12_D2000_Q0.3,12,2000,0.3,0.5484,calibrated
N12_D2000_Q0.4,12,2000,0.4,0.7469,calibrated
N12_D2000_Q0.5,12,2000,0.5,0.9661,calibrated
N12_D2000_Q0.6,12,2000,0.6,1.1885,calibrated
N12_D2000_Q0.7,12,2000,0.7,1.3664,calibrated
N12_D2000_Q0.8,12,2000,0.8,1.6065,calibrated
N12_D2000_Q0.9,12,2000,0.9,1.7583,calibrated
N12_D2000_Q0.95,12,2000,0.95,1.9375,calibrated
N12_D2000_Q1.0,12,2000,1.0,1.9695,calibrated
N20_D0005_Q0.05,20,5,0.05,0.5000,extrapolated
N20_D0005_Q0.1,20,5,0.1,0.5000,extrapolated
N20_D0005_Q0.2,20,5,0.2,0.5000,extrapolated
N20_D0005_Q0.3,20,5,0.3,0.6738,extrapolated
N20_D0005_Q0.4,20,5,0.4,0.9583,extrapolated
N20_D0005_Q0.5,20,5,0.5,1.2067,extrapolated
N20_D0005_Q0.6,20,5,0.6,1.5155,extrapolated
N20_D0005_Q0.7,20,5,0.7,1.7701,extrapolated
N20_D0005_Q0.8,20,5,0.8,2.0429,extrapolated
N20_D0005_Q0.9,20,5,0.9,2.3981,extrapolated
N20_D0005_Q0.95,20,5,0.95,2.5077,extrapolated
N20_D0005_Q1.0,20,5,1.0,2.5772,extrapolated
N20_D0010_Q0.05,20,10,0.05,0.5000,extrapolated
N20_D0010_Q0.1,20,10,0.1,0.5000,extrapolated
N20_D0010_Q0.2,20,10,0.2,0.5000,extrapolated
N20_D0010_Q0.3,20,10,0.3,0.6410,extrapolated
N20_D0010_Q0.4,20,10,0.4,0.8905,extrapolated
N20_D0010_Q0.5,20,10,0.5,1.1635,extrapolated
N20_D0010_Q0.6,20,10,0.6,1.4460,extrapolated
N20_D0010_Q0.7,20,10,0.7,1.7094,extrapolated
N20_D0010_Q0.8,20,10,0.8,2.0156,extrapolated
N20_D0010_Q0.9,20,10,0.9,2.2015,extrapolated
N20_D0010_Q0.95,20,10,0.95,2.3473,extrapolated
N20_D0010_Q1.0,20,10,1.0,2.4446,extrapolated
N20_D0020_Q0.05,20,20,0.05,0.5000,extrapolated
N20_D0020_Q0.1,20,20,0.1,0.5000,extrapolated
N20_D0020_Q0.2,20,20,0.2,0.5000,extrapolated
N20_D0020_Q0.3,20,20,0.3,0.5948,extrapolated
N20_D0020_Q0.4,20,20,0.4,0.8354,extrapolated
N20_D0020_Q0.5,20,20,0.5,1.0991,extrapolated
N20_D0020_Q0.6,20,20,0.6,1.3714,extrapolated
N20_D0020_Q0.7,20,20,0.7,1.6057,extrapolated
N20_D0020_Q0.8,20,20,0.8,1.8837,extrapolated
N20_D0020_Q0.9,20,20,0.9,2.0254,extrapolated
N20_D0020_Q0.95,20,20,0.95,2.2272,extrapolated
N20_D0020_Q1.0,20,20,1.0,2.3884,extrapolated
N20_D0050_Q0.05,20,50,0.05,0.5000,extrapolated
N20_D0050_Q0.1,20,50,0.1,0.5000,extrapolated
N20_D0050_Q0.2,20,50,0.2,0.5000,extrapolated
N20_D0050_Q0.3,20,50,0.3,0.5672,extrapolated
N20_D0050_Q0.4,20,50,0.4,0.8172,extrapolated
N20_D0050_Q0.5,20,50,0.5,1.0322,extrapolated
N20_D0050_Q0.6,20,50,0.6,1.2838,extrapolated
N20_D0050_Q0.7,20,50,0.7,1.5601,extrapolated
N20_D0050_Q0.8,20,50,0.8,1.8085,extrapolated
N20_D0050_Q0.9,20,50,0.9,2.0156,extrapolated
N20_D0050_Q0.95,20,50,0.95,2.0825,extrapolated
N20_D0050_Q1.0,20,50,1.0,2.2835,extrapolated
N20_D0100_Q0.05,20,100,0.05,0.5000,extrapolated
N20_D0100_Q0.1,20,100,0.1,0.5000,extrapolated
N20_D0100_Q0.2,20,100,0.2,0.5000,extrapolated
N20_D0100_Q0.3,20,100,0.3,0.5564,extrapolated
N20_D0100_Q0.4,20,100,0.4,0.7930,extrapolated
N20_D0100_Q0.5,20,100,0.5,0.9903,extrapolated
N20_D0100_Q0.6,20,100,0.6,1.2411,extrapolated
N20_D0100_Q0.7,20,100,0.7,1.4352,extrapolated
N20_D0100_Q0.8,20,100,0.8,1.7346,extrapolated
N20_D0100_Q0.9,20,100,0.9,1.9249,extrapolated
N20_D0100_Q0.95,20,100,0.95,2.0146,extrapolated
N20_D0100_Q1.0,20,100,1.0,2.1626,extrapolated
N20_D0150_Q0.05,20,150,0.05,0.5000,extrapolated
N20_D0150_Q0.1,20,150,0.1,0.5000,extrapolated
N20_D0150_Q0.2,20,150,0.2,0.5000,extrapolated
N20_D0150_Q0.3,20,150,0.3,0.5609,extrapolated
N20_D0150_Q0.4,20,150,0.4,0.7726,extrapolated
N20_D0150_Q0.5,20,150,0.5,1.0014,extrapolated
N20_D0150_Q0.6,20,150,0.6,1.2131,extrapolated
N20_D0150_Q0.7,20,150,0.7,1.4349,extrapolated
N20_D0150_Q0.8,20,150,0.8,1.6867,extrapolated
N20_D0150_Q0.9,20,150,0.9,1.9415,extrapolated
N20_D0150_Q0.95,20,150,0.95,1.9787,extrapolated
N20_D0150_Q1.0,20,150,1.0,2.2020,extrapolated
N20_D0300_Q0.05,20,300,0.05,0.5000,extrapolated
N20_D0300_Q0.1,20,300,0.1,0.5000,extrapolated
N20_D0300_Q0.2,20,300,0.2,0.5000,extrapolated
N20_D0300_Q0.3,20,300,0.3,0.5245,extrapolated
N20_D0300_Q0.4,20,300,0.4,0.7862,extrapolated
N20_D0300_Q0.5,20,300,0.5,0.9918,extrapolated
N20_D0300_Q0.6,20,300,0.6,1.1855,extrapolated
N20_D0300_Q0.7,20,300,0.7,1.4233,extrapolated
N20_D0300_Q0.8,20,300,0.8,1.6160,extrapolated
N20_D0300_Q0.9,20,300,0.9,1.8103,extrapolated
N20_D0300_Q0.95,20,300,0.95,1.9310,extrapolated
N20_D0300_Q1.0,20,300,1.0,2.0706,extrapolated
N20_D0500_Q0.05,20,500,0.05,0.5000,extrapolated
N20_D0500_Q0.1,20,500,0.1,0.5000,extrapolated
N20_D0500_Q0.2,20,500,0.2,0.5000,extrapolated
N20_D0500_Q0.3,20,500,0.3,0.5267,extrapolated
N20_D0500_Q0.4,20,500,0.4,0.7311,extrapolated
N20_D0500_Q0.5,20,500,0.5,0.9588,extrapolated
N20_D0500_Q0.6,20,500,0.6,1.1533,extrapolated
N20_D0500_Q0.7,20,500,0.7,1.3975,extrapolated
N20_D0500_Q0.8,20,500,0.8,1.5833,extrapolated
N20_D0500_Q0.9,20,500,0.9,1.8347,extrapolated
N20_D0500_Q0.95,20,500,0.95,1.9382,extrapolated
N20_D0500_Q1.0,20,500,1.0,2.0683,extrapolated
N20_D1000_Q0.05,20,1000,0.05,0.5000,extrapolated
N20_D1000_Q0.1,20,1000,0.1,0.5000,extrapolated
N20_D1000_Q0.2,20,1000,0.2,0.5000,extrapolated
N20_D1000_Q0.3,20,1000,0.3,0.5122,extrapolated
N20_D1000_Q0.4,20,1000,0.4,0.7145,extrapolated
N20_D1000_Q0.5,20,1000,0.5,0.9421,extrapolated
N20_D1000_Q0.6,20,1000,0.6,1.1560,extrapolated
N20_D1000_Q0.7,20,1000,0.7,1.3503,extrapolated
N20_D1000_Q0.8,20,1000,0.8,1.5928,extrapolated
N20_D1000_Q0.9,20,1000,0.9,1.8254,extrapolated
N20_D1000_Q0.95,20,1000,0.95,1.8833,extrapolated
N20_D1000_Q1.0,20,1000,1.0,1.9818,extrapolated
N20_D2000_Q0.05,20,2000,0.05,0.5000,extrapolated
N20_D2000_Q0.1,20,2000,0.1,0.5000,extrapolated
N20_D2000_Q0.2,20,2000,0.2,0.5000,extrapolated
N20_D2000_Q0.3,20,2000,0.3,0.5000,extrapolated
N20_D2000_Q0.4,20,2000,0.4,0.7172,extrapolated
N20_D2000_Q0.5,20,2000,0.5,0.9179,extrapolated
N20_D2000_Q0.6,20,2000,0.6,1.1399,extrapolated
N20_D2000_Q0.7,20,2000,0.7,1.3520,extrapolated
N20_D2000_Q0.8,20,2000,0.8,1.5389,extrapolated
N20_D2000_Q0.9,20,2000,0.9,1.7931,extrapolated
N20_D2000_Q0.95,20,2000,0.95,1.8594,extrapolated
N20_D2000_Q1.0,20,2000,1.0,1.9584,extrapolated
N40_D0005_Q0.05,40,5,0.05,0.5000,extrapolated
N40_D0005_Q0.1,40,5,0.1,0.5000,extrapolated
N40_D0005_Q0.2,40,5,0.2,0.5000,extrapolated
N40_D0005_Q0.3,40,5,0.3,0.5852,extrapolated
N40_D0005_Q0.4,40,5,0.4,0.8670,extrapolated
N40_D0005_Q0.5,40,5,0.5,1.1797,extrapolated
N40_D0005_Q0.6,40,5,0.6,1.4673,extrapolated
N40_D0005_Q0.7,40,5,0.7,1.6640,extrapolated
N40_D0005_Q0.8,40,5,0.8,2.0255,extrapolated
N40_D0005_Q0.9,40,5,0.9,2.2617,extrapolated
N40_D0005_Q0.95,40,5,0.95,2.4282,extrapolated
N40_D0005_Q1.0,40,5,1.0,2.5961,extrapolated
N40_D0010_Q0.05,40,10,0.05,0.5000,extrapolated
N40_D0010_Q0.1,40,10,0.1,0.5000,extrapolated
N40_D0010_Q0.2,40,10,0.2,0.5000,extrapolated
N40_D0010_Q0.3,40,10,0.3,0.5768,extrapolated
N40_D0010_Q0.4,40,10,0.4,0.8237,extrapolated
N40_D0010_Q0.5,40,10,0.5,1.0791,extrapolated
N40_D0010_Q0.6,40,10,0.6,1.3525,extrapolated
N40_D0010_Q0.7,40,10,0.7,1.6241,extrapolated
N40_D0010_Q0.8,40,10,0.8,1.9251,extrapolated
N40_D0010_Q0.9,40,10,0.9,2.2087,extrapolated
N40_D0010_Q0.95,40,10,0.95,2.2530,extrapolated
N40_D0010_Q1.0,40,10,1.0,2.4636,extrapolated
N40_D0020_Q0.05,40,20,0.05,0.5000,extrapolated
N40_D0020_Q0.1,40,20,0.1,0.5000,extrapolated
N40_D0020_Q0.2,40,20,0.2,0.5000,extrapolated
N40_D0020_Q0.3,40,20,0.3,0.5362,extrapolated
N40_D0020_Q0.4,40,20,0.4,0.7886,extrapolated
N40_D0020_Q0.5,40,20,0.5,1.0198,extrapolated
N40_D0020_Q0.6,40,20,0.6,1.3092,extrapolated
N40_D0020_Q0.7,40,20,0.7,1.5620,extrapolated
N40_D0020_Q0.8,40,20,0.8,1.7885,extrapolated
N40_D0020_Q0.9,40,20,0.9,2.0261,extrapolated
N40_D0020_Q0.95,40,20,0.95,2.1982,extrapolated
N40_D0020_Q1.0,40,20,1.0,2.3679,extrapolated
N40_D0050_Q0.05,40,50,0.05,0.5000,extrapolated
N40_D0050_Q0.1,40,50,0.1,0.5000,extrapolated
N40_D0050_Q0.2,40,50,0.2,0.5000,extrapolated
N40_D0050_Q0.3,40,50,0.3,0.5011,extrapolated
N40_D0050_Q0.4,40,50,0.4,0.7348,extrapolated
N40_D0050_Q0.5,40,50,0.5,1.0179,extrapolated
N40_D0050_Q0.6,40,50,0.6,1.2307,extrapolated
N40_D0050_Q0.7,40,50,0.7,1.4863,extrapolated
N40_D0050_Q0.8,40,50,0.8,1.6999,extrapolated
N40_D0050_Q0.9,40,50,0.9,1.9707,extrapolated
N40_D0050_Q0.95,40,50,0.95,2.0827,extrapolated
N40_D0050_Q1.0,40,50,1.0,2.2620,extrapolated
N40_D0100_Q0.05,40,100,0.05,0.5000,extrapolated
N40_D0100_Q0.1,40,100,0.1,0.5000,extrapolated
N40_D0100_Q0.2,40,100,0.2,0.5000,extrapolated
N40_D0100_Q0.3,40,100,0.3,0.5000,extrapolated
N40_D0100_Q0.4,40,100,0.4,0.7481,extrapolated
N40_D0100_Q0.5,40,100,0.5,0.9344,extrapolated
N40_D0100_Q0.6,40,100,0.6,1.1814,extrapolated
N40_D0100_Q0.7,40,100,0.7,1.4170,extrapolated
N40_D0100_Q0.8,40,100,0.8,1.6703,extrapolated
N40_D0100_Q0.9,40,100,0.9,1.9207,extrapolated
N40_D0100_Q0.95,40,100,0.95,2.0172,extrapolated
N40_D0100_Q1.0,40,100,1.0,2.1214,extrapolated
N40_D0150_Q0.05,40,150,0.05,0.5000,extrapolated
N40_D0150_Q0.1,40,150,0.1,0.5000,extrapolated
N40_D0150_Q0.2,40,150,0.2,0.5000,extrapolated
N40_D0150_Q0.3,40,150,0.3,0.5000,extrapolated
N40_D0150_Q0.4,40,150,0.4,0.7164,extrapolated
N40_D0150_Q0.5,40,150,0.5,0.9445,extrapolated
N40_D0150_Q0.6,40,150,0.6,1.2004,extrapolated
N40_D0150_Q0.7,40,150,0.7,1.4026,extrapolated
N40_D0150_Q0.8,40,150,0.8,1.6463,extrapolated
N40_D0150_Q0.9,40,150,0.9,1.8339,extrapolated
N40_D0150_Q0.95,40,150,0.95,1.9979,extrapolated
N40_D0150_Q1.0,40,150,1.0,2.0917,extrapolated
N40_D0300_Q0.05,40,300,0.05,0.5000,extrapolated
N40_D0300_Q0.1,40,300,0.1,0.5000,extrapolated
N40_D0300_Q0.2,40,300,0.2,0.5000,extrapolated
N40_D0300_Q0.3,40,300,0.3,0.5000,extrapolated
N40_D0300_Q0.4,40,300,0.4,0.6864,extrapolated
N40_D0300_Q0.5,40,300,0.5,0.9212,extrapolated
N40_D0300_Q0.6,40,300,0.6,1.1336,extrapolated
N40_D0300_Q0.7,40,300,0.7,1.3816,extrapolated
N40_D0300_Q0.8,40,300,0.8,1.5375,extrapolated
N40_D0300_Q0.9,40,300,0.9,1.8101,extrapolated
N40_D0300_Q0.95,40,300,0.95,1.9054,extrapolated
N40_D0300_Q1.0,40,300,1.0,2.0147,extrapolated
N40_D0500_Q0.05,40,500,0.05,0.5000,extrapolated
N40_D0500_Q0.1,40,500,0.1,0.5000,extrapolated
N40_D0500_Q0.2,40,500,0.2,0.5000,extrapolated
N40_D0500_Q0.3,40,500,0.3,0.5000,extrapolated
N40_D0500_Q0.4,40,500,0.4,0.7035,extrapolated
N40_D0500_Q0.5,40,500,0.5,0.8866,extrapolated
N40_D0500_Q0.6,40,500,0.6,1.1238,extrapolated
N40_D0500_Q0.7,40,500,0.7,1.3510,extrapolated
N40_D0500_Q0.8,40,500,0.8,1.5771,extrapolated
N40_D0500_Q0.9,40,500,0.9,1.7729,extrapolated
N40_D0500_Q0.95,40,500,0.95,1.8226,extrapolated
N40_D0500_Q1.0,40,500,1.0,2.0298,extrapolated
N40_D1000_Q0.05,40,1000,0.05,0.5000,extrapolated
N40_D1000_Q0.1,40,1000,0.1,0.5000,extrapolated
N40_D1000_Q0.2,40,1000,0.2,0.5000,extrapolated
N40_D1000_Q0.3,40,1000,0.3,0.5000,extrapolated
N40_D1000_Q0.4,40,1000,0.4,0.6682,extrapolated
N40_D1000_Q0.5,40,1000,0.5,0.8929,extrapolated
N40_D1000_Q0.6,40,1000,0.6,1.1087,extrapolated
N40_D1000_Q0.7,40,1000,0.7,1.3121,extrapolated
N40_D1000_Q0.8,40,1000,0.8,1.5165,extrapolated
N40_D1000_Q0.9,40,1000,0.9,1.7375,extrapolated
N40_D1000_Q0.95,40,1000,0.95,1.8219,extrapolated
N40_D1000_Q1.0,40,1000,1.0,1.9394,extrapolated
N40_D2000_Q0.05,40,2000,0.05,0.5000,extrapolated
N40_D2000_Q0.1,40,2000,0.1,0.5000,extrapolated
N40_D2000_Q0.2,40,2000,0.2,0.5000,extrapolated
N40_D2000_Q0.3,40,2000,0.3,0.5000,extrapolated
N40_D2000_Q0.4,40,2000,0.4,0.6377,extrapolated
N40_D2000_Q0.5,40,2000,0.5,0.8589,extrapolated
N40_D2000_Q0.6,40,2000,0.6,1.0771,extrapolated
N40_D2000_Q0.7,40,2000,0.7,1.3187,extrapolated
N40_D2000_Q0.8,40,2000,0.8,1.5044,extrapolated
