file,bytes,MB,GB
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_2e-6_1ep_0alp_0lam/results_2025-02-13T18-27-04.338360.json,117335,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_2e-6_2ep_0alp_0lam/results_2025-02-13T18-27-04.338360.json,117305,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-1ep_0alp_0lam/results_2025-02-13T18-27-04.338360.json,117272,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-2ep_0alp_0lam/results_2025-02-13T18-27-04.338360.json,117150,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-3ep_0alp_0lam/results_2025-02-13T18-27-04.338360.json,117274,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-6-1ep_0alp_0lam/results_2025-01-02T01-15-44.734990.json,117225,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-6-2ep_0alp_0lam/results_2025-01-02T01-13-13.802530.json,116989,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-6-3ep_0alp_0lam/results_2025-02-13T18-27-04.338360.json,117148,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-7-3ep_0alp_0lam/results_2025-02-13T18-27-04.338360.json,117317,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-7_1ep_0alp_0lam/results_2024-12-31T08-23-05.016642.json,117194,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-7_2ep_0alp_0lam/results_2024-12-31T08-20-06.028753.json,117006,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_7e-7-3ep_0alp_0lam/results_2025-01-01T02-50-51.686412.json,117003,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_7e-7_1ep_0alp_0lam/results_2025-01-01T03-01-18.107162.json,117173,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_7e-7_2ep_0alp_0lam/results_2025-02-13T18-27-04.338360.json,117330,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-2e-5-2ep/results_2024-12-30T00-39-36.534132.json,114496,0.114,0.000114
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-2e-5-3ep/results_2025-02-13T18-27-04.338360.json,114619,0.115,0.000115
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam/results_2024-12-31T02-00-42.876223.json,117218,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam_1ep/results_2024-12-31T02-18-06.890327.json,117225,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam_2ep/results_2025-02-13T18-27-04.338360.json,117289,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam/results_2025-02-13T18-27-04.338360.json,117271,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam_1ep/results_2025-02-13T18-27-04.338360.json,117148,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam_2ep/results_2025-02-13T18-27-04.338360.json,117140,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-2e-5-5ep/results_2024-12-30T07-10-54.556076.json,114570,0.115,0.000115
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-2e-5/results_2025-02-13T18-27-04.338360.json,114607,0.115,0.000115
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-5e-5-2ep/results_2024-12-30T00-39-05.683860.json,114507,0.115,0.000115
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-5e-5-3ep/results_2024-12-29T15-05-41.185341.json,114481,0.114,0.000114
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-5e-5-5ep/results_2025-02-13T18-27-04.338360.json,114630,0.115,0.000115
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-5e-5/results_2025-02-13T18-27-04.338360.json,114446,0.114,0.000114
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-7e-5-2ep/results_2025-02-13T18-27-04.338360.json,114462,0.114,0.000114
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-7e-5-3ep/results_2025-02-13T18-27-04.338360.json,114600,0.115,0.000115
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-7e-5-5ep/results_2025-02-13T18-27-04.338360.json,114484,0.114,0.000114
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-7e-5/results_2025-02-13T18-27-04.338360.json,114418,0.114,0.000114
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-DPO-1epoch_v1/results_2025-02-13T18-27-04.338360.json,117237,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT-MDPO-1epoch_v1/results_2025-02-13T18-27-04.338360.json,117300,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen2.5-0.5B-SFT/results_2025-02-13T18-27-04.338360.json,114676,0.115,0.000115
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-DPOP_1e-6-3ep_0alp_5lam/results_2025-01-14T02-50-52.528378.json,116940,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-DPOP_1e-7-3ep_0alp_5lam/results_2025-02-13T18-27-04.338360.json,117202,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-DPOP_3e-6-1ep_0alp_5lam/results_2025-01-09T03-58-26.030948.json,117233,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-DPOP_3e-6-2ep_0alp_5lam/results_2025-02-13T18-27-04.338360.json,117246,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-DPOP_3e-6-3ep_0alp_5lam/results_2025-02-13T18-27-04.338360.json,117244,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-DPOP_3e-7-1ep_0alp_5lam/results_2025-01-15T05-30-28.203370.json,117139,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-DPOP_3e-7-2ep_0alp_5lam/results_2025-01-15T05-21-45.094032.json,117113,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-DPOP_3e-7-3ep_0alp_5lam/results_2025-02-13T18-27-04.338360.json,117220,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-DPOP_5e-7-1ep_0alp_5lam/results_2025-02-13T18-27-04.338360.json,117096,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-DPOP_5e-7-2ep_0alp_5lam/results_2025-02-13T18-27-04.338360.json,117232,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-DPOP_5e-7-3ep_0alp_5lam/results_2025-01-09T03-09-40.868283.json,117136,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-DPO_1e-6-3ep_0alp_0lam/results_2025-02-13T18-27-04.338360.json,117110,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-DPO_1e-7-3ep_0alp_0lam/results_2025-01-13T18-49-20.675984.json,116949,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-DPO_3e-6-1ep_0alp_0lam/results_2025-02-13T18-27-04.338360.json,117260,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-DPO_3e-6-2ep_0alp_0lam/results_2025-01-09T03-35-02.133914.json,117156,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-DPO_3e-6-3ep_0alp_0lam/results_2025-01-07T23-53-04.755874.json,117202,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-DPO_3e-7-1ep_0alp_0lam/results_2025-01-15T09-12-32.791967.json,117125,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-DPO_3e-7-2ep_0alp_0lam/results_2025-01-15T09-11-14.790371.json,116945,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-DPO_3e-7-3ep_0alp_0lam/results_2025-01-15T09-23-39.196530.json,116943,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-DPO_5e-7-1ep_0alp_0lam/results_2025-02-13T18-27-04.338360.json,117081,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-DPO_5e-7-2ep_0alp_0lam/results_2025-02-13T18-27-04.338360.json,117053,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-DPO_5e-7-3ep_0alp_0lam/results_2025-01-08T03-45-44.132699.json,117126,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-IPO_5e-7-1ep_0alp_0lam/results_2025-02-13T18-27-04.338360.json,117101,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-IPO_5e-7-3ep_0alp_0lam/results_2025-01-26T04-48-22.284565.json,116955,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-IRPO_1e-6-3ep_1alp_0lam/results_2025-02-13T18-27-04.338360.json,117096,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-IRPO_1e-7-3ep_1alp_0lam/results_2025-02-13T18-27-04.338360.json,117216,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-IRPO_3e-6-1ep_1alp_0lam/results_2025-01-09T04-15-28.904556.json,117124,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-IRPO_3e-6-2ep_1alp_0lam/results_2025-01-09T04-04-45.876414.json,116951,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-IRPO_3e-6-3ep_1alp_0lam/results_2025-02-13T18-27-04.338360.json,117263,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-IRPO_3e-7-1ep_1alp_0lam/results_2025-02-13T18-27-04.338360.json,117072,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-IRPO_3e-7-3ep_1alp_0lam/results_2025-01-15T09-24-06.937216.json,116946,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-IRPO_5e-7-1ep_1alp_0lam/results_2025-02-13T18-27-04.338360.json,117093,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-IRPO_5e-7-2ep_1alp_0lam/results_2025-01-09T03-26-15.034504.json,116945,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-IRPO_5e-7-3ep_1alp_0lam/results_2025-02-13T18-27-04.338360.json,117077,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-MDPO_0.1_3e-6-3ep_0alp_0lam/results_2025-02-13T18-27-04.338360.json,117244,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-MDPO_0.1_5e-7-3ep_0alp_0lam/results_2025-01-21T07-13-13.514593.json,117139,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-MDPO_0.3_3e-6-3ep_0alp_0lam/results_2025-01-09T04-48-35.371892.json,116962,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-MDPO_0.3_5e-7-3ep_0alp_0lam/results_2025-01-09T04-44-39.692037.json,117165,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-MDPO_0.5_1e-5-3ep_0alp_0lam/results_2025-02-13T18-27-04.338360.json,117242,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-MDPO_0.5_3e-7-1ep_0alp_0lam/results_2025-02-13T18-27-04.338360.json,117257,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-MDPO_0.5_3e-7-2ep_0alp_0lam/results_2025-02-13T18-27-04.338360.json,117272,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-MDPO_0.5_3e-7-3ep_0alp_0lam/results_2025-02-13T18-27-04.338360.json,117242,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-MDPO_0.5_4e-6-3ep_0alp_0lam/results_2025-02-13T18-27-04.338360.json,117103,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-MDPO_0.5_6e-6-3ep_0alp_0lam/results_2025-01-13T15-45-01.205704.json,117147,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-MDPO_0.5_7e-6-3ep_0alp_0lam/results_2025-01-13T17-57-25.419354.json,116954,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-MDPO_0.5_7e-7-3ep_0alp_0lam/results_2025-01-14T01-52-42.526523.json,117123,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-MDPO_0.7_3e-6-3ep_0alp_0lam/results_2025-02-13T18-27-04.338360.json,117088,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-MDPO_0.7_5e-7-3ep_0alp_0lam/results_2025-02-13T18-27-04.338360.json,117081,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-MDPO_0.9_5e-7-3ep_0alp_0lam/results_2025-01-13T17-52-55.439417.json,117146,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-VDPO_5e-7-1ep_0alp_0lam/results_2025-01-25T09-34-19.451187.json,117167,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-VDPO_5e-7-1ep_10vpo_const/results_2025-02-25T00-37-19.926047.json,116158,0.116,0.000116
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-VDPO_5e-7-1ep_3vpo_const/results_2025-02-25T00-38-16.358599.json,116135,0.116,0.000116
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-VDPO_5e-7-3ep_0alp_0lam/results_2025-02-13T18-27-04.338360.json,117229,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-VIPO_5e-7-1ep_0alp_0lam/results_2025-02-13T18-27-04.338360.json,117102,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-VIPO_5e-7-1ep_30vpo_const/results_2025-02-25T03-20-46.678124.json,116193,0.116,0.000116
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-VIPO_5e-7-1ep_3vpo_const/results_2025-02-24T17-43-57.079384.json,116183,0.116,0.000116
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-VIPO_5e-7-3ep_0alp_0lam/results_2025-01-26T01-45-44.854883.json,116927,0.117,0.000117
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-cDPO_5e-7-3ep_0vpo_const_0.1/results_2025-02-24T22-44-46.252795.json,116202,0.116,0.000116
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-cDPO_5e-7-3ep_0vpo_const_0.3/results_2025-02-18T17-55-04.123975.json,116180,0.116,0.000116
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-rDPO_3e-6-1ep_0vpo_const_0.1/results_2025-02-27T10-38-23.212605.json,116201,0.116,0.000116
C_efficiency_evolution/detailed_results/JayHyeon_Qwen_0.5-rDPO_5e-7-3ep_0vpo_const_0.3/results_2025-02-18T18-02-25.746599.json,116166,0.116,0.000116
C_efficiency_evolution/detailed_results/Jimmy19991222_Llama-3-Instruct-8B-SimPO-v0.2/results_2025-02-13T18-27-04.338360.json,119152,0.119,0.000119
C_efficiency_evolution/detailed_results/Jimmy19991222_llama-3-8b-instruct-gapo-v2-bert-f1-beta10-gamma0.3-lr1.0e-6-1minus-rerun/results_2025-02-13T18-27-04.338360.json,119278,0.119,0.000119
C_efficiency_evolution/detailed_results/Jimmy19991222_llama-3-8b-instruct-gapo-v2-bert_f1-beta10-gamma0.3-lr1.0e-6-scale-log/results_2024-09-23T10-55-46.640885.json,119253,0.119,0.000119
C_efficiency_evolution/detailed_results/Jimmy19991222_llama-3-8b-instruct-gapo-v2-bert_p-beta10-gamma0.3-lr1.0e-6-scale-log/results_2025-02-13T18-27-04.338360.json,119250,0.119,0.000119
C_efficiency_evolution/detailed_results/Jimmy19991222_llama-3-8b-instruct-gapo-v2-bleu-beta0.1-no-length-scale-gamma0.4/results_2024-09-09T07-20-40.829244.json,119121,0.119,0.000119
C_efficiency_evolution/detailed_results/Jimmy19991222_llama-3-8b-instruct-gapo-v2-rouge2-beta10-1minus-gamma0.3-rerun/results_2025-02-13T18-27-04.338360.json,119244,0.119,0.000119
C_efficiency_evolution/detailed_results/Jimmy19991222_llama-3-8b-instruct-gapo-v2-rouge2-beta10-gamma0.3-lr1.0e-6-scale-log/results_2025-02-13T18-27-04.338360.json,119231,0.119,0.000119
C_efficiency_evolution/detailed_results/Jimmy19991222_llama-3-8b-instruct-gapo-v2-rougeL-beta10-gamma0.3-lr1.0e-6-scale-log/results_2024-09-23T10-57-23.954689.json,119215,0.119,0.000119
C_efficiency_evolution/detailed_results/Joseph717171_Hermes-3-Llama-3.1-8B_TIES_with_Base_Embeds_Initialized_to_Special_Instruct_Toks_dtypeF32/results_2024-10-29T05-27-54.968559.json,119241,0.119,0.000119
C_efficiency_evolution/detailed_results/Joseph717171_Llama-3.1-SuperNova-8B-Lite_TIES_with_Base/results_2025-02-13T18-27-04.338360.json,119110,0.119,0.000119
C_efficiency_evolution/detailed_results/Josephgflowers_Cinder-Phi-2-V1-F16-gguf/results_2025-02-13T18-27-04.338360.json,118698,0.119,0.000119
C_efficiency_evolution/detailed_results/Josephgflowers_Differential-Attention-Liquid-Metal-Tinyllama/results_2025-02-13T18-27-04.338360.json,114936,0.115,0.000115
C_efficiency_evolution/detailed_results/Josephgflowers_TinyLlama-Cinder-Agent-v1/results_2025-02-13T18-27-04.338360.json,119071,0.119,0.000119
C_efficiency_evolution/detailed_results/Josephgflowers_TinyLlama-v1.1-Cinders-World/results_2025-02-13T18-27-04.338360.json,119045,0.119,0.000119
C_efficiency_evolution/detailed_results/Josephgflowers_TinyLlama_v1.1_math_code-world-test-1/results_2025-02-13T18-27-04.338360.json,118657,0.119,0.000119
C_efficiency_evolution/detailed_results/Josephgflowers_Tinyllama-STEM-Cinder-Agent-v1/results_2025-02-13T18-27-04.338360.json,115078,0.115,0.000115
C_efficiency_evolution/detailed_results/JungZoona_T3Q-Qwen2.5-14B-Instruct-1M-e3/results_2025-03-13T11-19-17.541040.json,116131,0.116,0.000116
C_efficiency_evolution/detailed_results/JungZoona_T3Q-qwen2.5-14b-v1.0-e3/results_2025-03-13T18-54-06.038301.json,116110,0.116,0.000116
C_efficiency_evolution/detailed_results/Junhoee_Qwen-Megumin/results_2025-02-13T18-27-04.338360.json,117103,0.117,0.000117
C_efficiency_evolution/detailed_results/KSU-HW-SEC_Llama3-70b-SVA-FT-1415/results_2024-09-14T11-15-52.495807.json,118603,0.119,0.000119
C_efficiency_evolution/detailed_results/KSU-HW-SEC_Llama3-70b-SVA-FT-500/results_2025-02-13T18-27-04.338360.json,118656,0.119,0.000119
C_efficiency_evolution/detailed_results/KSU-HW-SEC_Llama3-70b-SVA-FT-final/results_2024-09-14T11-20-10.542367.json,118604,0.119,0.000119
C_efficiency_evolution/detailed_results/KSU-HW-SEC_Llama3.1-70b-SVA-FT-1000step/results_2024-09-14T13-17-42.155979.json,118638,0.119,0.000119
C_efficiency_evolution/detailed_results/Khetterman_DarkAtom-12B-v3/results_2025-02-13T18-27-04.338360.json,118843,0.119,0.000119
C_efficiency_evolution/detailed_results/Khetterman_Kosmos-8B-v1/results_2025-02-13T18-27-04.338360.json,114669,0.115,0.000115
C_efficiency_evolution/detailed_results/Kimargin_GPT-NEO-1.3B-wiki/results_2025-02-13T18-27-04.338360.json,118625,0.119,0.000119
C_efficiency_evolution/detailed_results/KingNish_Qwen2.5-0.5b-Test-ft/results_2024-09-29T12-44-22.226822.json,118540,0.119,0.000119
C_efficiency_evolution/detailed_results/KingNish_Reasoning-Llama-3b-v0.1/results_2024-10-26T03-53-11.772801.json,119111,0.119,0.000119
C_efficiency_evolution/detailed_results/KingNish_qwen-1b-continued-v2.1/results_2025-03-08T10-12-52.903270.json,113440,0.113,0.000113
C_efficiency_evolution/detailed_results/KingNish_qwen-1b-continued-v2.2/results_2025-03-09T05-05-28.063314.json,113487,0.113,0.000113
C_efficiency_evolution/detailed_results/KingNish_qwen-1b-continued/results_2025-03-07T09-37-53.465122.json,113418,0.113,0.000113
C_efficiency_evolution/detailed_results/Kquant03_CognitiveFusion2-4x7B-BF16/results_2025-02-13T18-27-04.338360.json,120270,0.120,0.000120
C_efficiency_evolution/detailed_results/Kquant03_L3-Pneuma-8B/results_2025-02-13T18-27-04.338360.json,118653,0.119,0.000119
C_efficiency_evolution/detailed_results/Krystalan_DRT-o1-14B/results_2025-02-13T18-27-04.338360.json,114628,0.115,0.000115
C_efficiency_evolution/detailed_results/Krystalan_DRT-o1-7B/results_2025-02-13T18-27-04.338360.json,114655,0.115,0.000115
C_efficiency_evolution/detailed_results/Kukedlc_NeuralExperiment-7b-MagicCoder-v7.5/results_2025-02-13T18-27-04.338360.json,120304,0.120,0.000120
C_efficiency_evolution/detailed_results/Kukedlc_NeuralLLaMa-3-8b-DT-v0.1/results_2024-09-18T14-44-45.615531.json,118640,0.119,0.000119
C_efficiency_evolution/detailed_results/Kukedlc_NeuralLLaMa-3-8b-ORPO-v0.3/results_2025-02-13T18-27-04.338360.json,118886,0.119,0.000119
C_efficiency_evolution/detailed_results/Kukedlc_NeuralSynthesis-7B-v0.1/results_2025-02-13T18-27-04.338360.json,118619,0.119,0.000119
C_efficiency_evolution/detailed_results/Kukedlc_NeuralSynthesis-7B-v0.3/results_2025-02-13T18-27-04.338360.json,118642,0.119,0.000119
C_efficiency_evolution/detailed_results/Kukedlc_NeuralSynthesis-7b-v0.4-slerp/results_2025-02-13T18-27-04.338360.json,118632,0.119,0.000119
C_efficiency_evolution/detailed_results/Kukedlc_Qwen-2.5-7b-Spanish-o1-CoT/results_2024-12-04T02-31-08.583409.json,114667,0.115,0.000115
C_efficiency_evolution/detailed_results/Kumar955_Hemanth-llm/results_2025-02-13T18-27-04.338360.json,118567,0.119,0.000119
C_efficiency_evolution/detailed_results/L-RAGE_3_PRYMMAL-ECE-7B-SLERP-V1/results_2025-02-13T18-27-04.338360.json,45805,0.046,0.000046
C_efficiency_evolution/detailed_results/LEESM_llama-2-7b-hf-lora-oki100p/results_2024-11-10T03-46-21.542307.json,114586,0.115,0.000115
C_efficiency_evolution/detailed_results/LEESM_llama-2-7b-hf-lora-oki10p/results_2024-11-10T03-44-42.609036.json,114661,0.115,0.000115
C_efficiency_evolution/detailed_results/LEESM_llama-3-8b-bnb-4b-kowiki231101/results_2025-02-13T18-27-04.338360.json,114636,0.115,0.000115
C_efficiency_evolution/detailed_results/LEESM_llama-3-Korean-Bllossom-8B-trexlab-oki10p/results_2025-02-13T18-27-04.338360.json,114711,0.115,0.000115
C_efficiency_evolution/detailed_results/LGAI-EXAONE_EXAONE-3.0-7.8B-Instruct/results_2025-02-13T18-27-04.338360.json,118947,0.119,0.000119
C_efficiency_evolution/detailed_results/LGAI-EXAONE_EXAONE-3.5-2.4B-Instruct/results_2025-02-13T18-27-04.338360.json,115062,0.115,0.000115
C_efficiency_evolution/detailed_results/LGAI-EXAONE_EXAONE-3.5-32B-Instruct/results_2025-02-13T18-27-04.338360.json,115043,0.115,0.000115
C_efficiency_evolution/detailed_results/LGAI-EXAONE_EXAONE-3.5-7.8B-Instruct/results_2025-02-13T18-27-04.338360.json,115041,0.115,0.000115
C_efficiency_evolution/detailed_results/LLM360_K2-Chat/results_2025-02-13T18-27-04.338360.json,120475,0.120,0.000120
C_efficiency_evolution/detailed_results/LLM360_K2/results_2025-02-13T18-27-04.338360.json,118516,0.119,0.000119
C_efficiency_evolution/detailed_results/LLM4Binary_llm4decompile-1.3b-v2/results_2025-02-13T18-27-04.338360.json,114762,0.115,0.000115
C_efficiency_evolution/detailed_results/Lambent_qwen2.5-reinstruct-alternate-lumen-14B/results_2024-09-28T11-34-19.772653.json,118658,0.119,0.000119
C_efficiency_evolution/detailed_results/Langboat_Mengzi3-8B-Chat/results_2025-02-13T18-27-04.338360.json,119193,0.119,0.000119
C_efficiency_evolution/detailed_results/LenguajeNaturalAI_leniachat-gemma-2b-v0/results_2024-09-03T08-54-22.794959.json,119084,0.119,0.000119
C_efficiency_evolution/detailed_results/LenguajeNaturalAI_leniachat-qwen2-1.5B-v0/results_2024-09-30T10-56-03.778577.json,119004,0.119,0.000119
C_efficiency_evolution/detailed_results/LeroyDyer_CheckPoint_A/results_2025-02-13T18-27-04.338360.json,115549,0.116,0.000116
C_efficiency_evolution/detailed_results/LeroyDyer_CheckPoint_B/results_2025-02-13T18-27-04.338360.json,115543,0.116,0.000116
C_efficiency_evolution/detailed_results/LeroyDyer_CheckPoint_C/results_2025-02-13T18-27-04.338360.json,115560,0.116,0.000116
C_efficiency_evolution/detailed_results/LeroyDyer_LCARS_AI_001/results_2025-02-13T18-27-04.338360.json,118536,0.119,0.000119
C_efficiency_evolution/detailed_results/LeroyDyer_LCARS_AI_1x4_003_SuperAI/results_2025-02-13T18-27-04.338360.json,118612,0.119,0.000119
C_efficiency_evolution/detailed_results/LeroyDyer_LCARS_AI_StarTrek_Computer/results_2025-02-13T18-27-04.338360.json,118662,0.119,0.000119
C_efficiency_evolution/detailed_results/LeroyDyer_LCARS_TOP_SCORE/results_2025-02-13T18-27-04.338360.json,118619,0.119,0.000119
C_efficiency_evolution/detailed_results/LeroyDyer_Mixtral_AI_SwahiliTron_7b/results_2025-02-13T18-27-04.338360.json,120216,0.120,0.000120
C_efficiency_evolution/detailed_results/LeroyDyer_SpydazWebAI_Human_AGI/results_2025-02-13T18-27-04.338360.json,118588,0.119,0.000119
