experiment_id,N_params_B,D_tokens_B,Q_score,val_loss,N,D,pred_best,resid_best
N6.9_D0600_Q0.5,6.9,600.0,0.5,2.2022,6900000000.0,600000000000.0,2.1680101692658296,0.03418983073417037
N6.9_D0600_Q0.7,6.9,600.0,0.7,2.1051,6900000000.0,600000000000.0,2.1332895892523362,-0.028189589252336056
N11.97_D0010_Q0.5,11.97,10.0,0.5,2.6862,11970000000.0,10000000000.0,2.6520243917177266,0.034175608282273284
N11.97_D0010_Q0.7,11.97,10.0,0.7,2.6556,11970000000.0,10000000000.0,2.5890480221392225,0.06655197786077771
N11.97_D0050_Q0.5,11.97,50.0,0.5,2.3931,11970000000.0,50000000000.0,2.373380539892739,0.019719460107261
N11.97_D0050_Q0.7,11.97,50.0,0.7,2.2717,11970000000.0,50000000000.0,2.327244788036221,-0.05554478803622098
N11.97_D0150_Q0.5,11.97,150.0,0.5,2.2142,11970000000.0,150000000000.0,2.2437902745171288,-0.029590274517128812
N11.97_D0150_Q0.7,11.97,150.0,0.7,2.2419,11970000000.0,150000000000.0,2.205486671496438,0.036413328503561715
N11.97_D0300_Q0.5,11.97,300.0,0.5,2.2109,11970000000.0,300000000000.0,2.180321749231204,0.030578250768796167
N11.97_D0300_Q0.7,11.97,300.0,0.7,2.1378,11970000000.0,300000000000.0,2.145854043413046,-0.008054043413046053
N11.97_D0600_Q0.5,11.97,600.0,0.5,2.0954,11970000000.0,600000000000.0,2.1280518594882087,-0.03265185948820859
N11.97_D0600_Q0.7,11.97,600.0,0.7,2.0538,11970000000.0,600000000000.0,2.0967432301246967,-0.04294323012469681
